dataset,model,tier2_spearman,tier2_pearson,tier2_kendall,linear_probe_spearman,linear_probe_pearson,linear_probe_kendall,runtime,full_runtime
OTU7A_HUMAN_Tsuboyama_2023_2L2D,MAMBA669,0.5497142957347984,0.5683938203683349,0.40479731573922834,0,0,0,7.51777195930481,19.553082704544067
SQSTM_MOUSE_Tsuboyama_2023_2RRU,MAMBA669,0.4249768337742949,0.45181218749868335,0.3092409839725474,0,0,0,2.048964023590088,15.602039098739624
VG08_BPP22_Tsuboyama_2023_2GP8,MAMBA669,0.3580914063849323,0.3535360035172094,0.26117359856938654,0,0,0,2.2425286769866943,15.622096538543701
PIN1_HUMAN_Tsuboyama_2023_1I6C,MAMBA669,0.5827040305754976,0.6001728330677039,0.42885895481079145,0,0,0,2.834571599960327,18.242507934570312
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,MAMBA669,0.27628533316549697,0.28994623211668374,0.22004401320440156,0,0,0,0.17716312408447266,2.7239627838134766
GLPA_HUMAN_Elazar_2016,MAMBA669,-0.02635293484626811,-0.1100141768016654,-0.023473823893078546,0,0,0,0.4578373432159424,4.319785833358765
TCRG1_MOUSE_Tsuboyama_2023_1E0L,MAMBA669,0.7576427572684253,0.7809786670157626,0.5604195245642818,0,0,0,5.5988335609436035,27.75387954711914
AICDA_HUMAN_Gajula_2014_3cycles,MAMBA669,0.1722738156108793,0.16670612926596484,0.10095588609601994,0,0,0,0.2377324104309082,3.112696647644043
SAV1_MOUSE_Tsuboyama_2023_2YSB,MAMBA669,0.5253653598886517,0.5182789679795842,0.3838782702902305,0,0,0,4.535129547119141,24.96611523628235
RD23A_HUMAN_Tsuboyama_2023_1IFY,MAMBA669,0.5738881540953136,0.6137657986384868,0.4261083966185808,0,0,0,4.856509685516357,25.230591297149658
RAD_ANTMA_Tsuboyama_2023_2CJJ,MAMBA669,0.5066047861784165,0.5865369203508859,0.37181815301930526,0,0,0,3.8331031799316406,22.28971838951111
ODP2_GEOSE_Tsuboyama_2023_1W4G,MAMBA669,0.4499797690090982,0.47174588687478136,0.31992752474580777,0,0,0,6.9119203090667725,29.60170817375183
THO1_YEAST_Tsuboyama_2023_2WQG,MAMBA669,0.6173071895000768,0.5991950883043412,0.4439506077106409,0,0,0,9.770286321640015,35.96173930168152
DN7A_SACS2_Tsuboyama_2023_1JIC,MAMBA669,0.4442455585117507,0.30431918536861813,0.30573054182764514,0,0,0,4.6387693881988525,25.87488842010498
OPSD_HUMAN_Wan_2019,MAMBA669,0.16409448633334472,0.2750261772179186,0.10086148479966045,0,0,0,0.23957228660583496,2.548386335372925
HCP_LAMBD_Tsuboyama_2023_2L6Q,MAMBA669,0.3949699762831554,0.44641876220270527,0.28287026401243176,0,0,0,5.66745924949646,27.616783380508423
SBI_STAAM_Tsuboyama_2023_2JVG,MAMBA669,0.4695527690297606,0.4747857510435428,0.33432203980112585,0,0,0,5.222955942153931,26.246649742126465
SOX30_HUMAN_Tsuboyama_2023_7JJK,MAMBA669,0.32592396292750464,0.36952095634626125,0.22933137542799856,0,0,0,4.895174026489258,26.401498794555664
VRPI_BPT7_Tsuboyama_2023_2WNM,MAMBA669,0.313858611369375,0.3717081709694834,0.22182760884048985,0,0,0,5.497183799743652,27.457298278808594
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAMBA669,0.6641945322678883,0.6772149540812171,0.49081296293671733,0,0,0,13.647117137908936,42.037067890167236
ENVZ_ECOLI_Ghose_2023,MAMBA669,0.14712735775571295,0.2537072909655402,0.09764027095533245,0,0,0,6.7689502239227295,30.29081916809082
RBP1_HUMAN_Tsuboyama_2023_2KWH,MAMBA669,0.39292182896701316,0.44241420982843194,0.2803777299791233,0,0,0,11.246856212615967,38.48972201347351
RCD1_ARATH_Tsuboyama_2023_5OAO,MAMBA669,0.42633533802483264,0.449673094326675,0.29744228954898627,0,0,0,9.337217807769775,35.21771240234375
RFAH_ECOLI_Tsuboyama_2023_2LCL,MAMBA669,0.36457192302945474,0.2944192630433268,0.25954074026843316,0,0,0,10.706184387207031,37.2793607711792
RS15_GEOSE_Tsuboyama_2023_1A32,MAMBA669,0.41886933807634713,0.4835560451725103,0.29366433702951616,0,0,0,8.479071855545044,33.40288472175598
NUSG_MYCTU_Tsuboyama_2023_2MI6,MAMBA669,0.44566959433504927,0.5588941787804376,0.3104272358282675,0,0,0,12.436113119125366,40.28713417053223
SR43C_ARATH_Tsuboyama_2023_2N88,MAMBA669,0.6220923266932038,0.605681990220915,0.44871442431956776,0,0,0,19.534675121307373,50.868876457214355
NPC1_HUMAN_Erwood_2022_RPE1,MAMBA669,0.44266213359761536,0.5325966281827069,0.3407753417123044,0,0,0,0.27573370933532715,1.1185531616210938
SPG2_STRSG_Tsuboyama_2023_5UBS,MAMBA669,0.6808217381669323,0.6851710627239285,0.5188998516737843,0,0,0,15.389992475509644,45.56501054763794
BCHB_CHLTE_Tsuboyama_2023_2KRU,MAMBA669,0.46365591370864295,0.44882892249453876,0.33081417849714717,0,0,0,19.032403707504272,51.221195936203
RPC1_LAMBD_Li_2019_high-expression,MAMBA669,-0.06393545829426754,-0.07633653997649145,-0.051658914425149104,0,0,0,1.1026618480682373,6.504772901535034
RPC1_LAMBD_Li_2019_low-expression,MAMBA669,0.06338125022394685,0.003505457972537208,0.05247889719380227,0,0,0,0.7318282127380371,6.876017808914185
CUE1_YEAST_Tsuboyama_2023_2MYX,MAMBA669,0.34759597786470225,0.3468659572011048,0.2525606192898828,0,0,0,19.90549087524414,52.4760046005249
UBR5_HUMAN_Tsuboyama_2023_1I2T,MAMBA669,0.5138436395881792,0.49848943374845434,0.36203907244558775,0,0,0,14.194610595703125,42.812177896499634
SCIN_STAAR_Tsuboyama_2023_2QFF,MAMBA669,0.3305964418659712,0.4307209267652743,0.2362144513369981,0,0,0,8.608951568603516,33.62701892852783
FKBP3_HUMAN_Tsuboyama_2023_2KFV,MAMBA669,0.37206346242424143,0.39154123855566325,0.27206879827610836,0,0,0,8.937777996063232,34.24836730957031
RL20_AQUAE_Tsuboyama_2023_1GYZ,MAMBA669,0.6372591661066592,0.8245191883381575,0.4695854670005312,0,0,0,14.848874807357788,45.57284641265869
TNKS2_HUMAN_Tsuboyama_2023_5JRT,MAMBA669,0.3578833376779609,0.352768351439091,0.26123824914680416,0,0,0,15.215100526809692,45.09168291091919
ARGR_ECOLI_Tsuboyama_2023_1AOY,MAMBA669,0.31032249871782414,0.38783246642762015,0.22620509745245954,0,0,0,10.053773641586304,37.28575253486633
